id,spanish,english,type
w_0120,paso la aspiradora el horno,I vacuum the oven,phrase
w_0121,paso la aspiradora la lavadora,I vacuum the washing machine,phrase
w_0122,paso la aspiradora el fregadero,I vacuum the sink,phrase
w_0123,paso la aspiradora el suelo,I vacuum the floor,phrase
w_0124,paso la aspiradora la estanteria,I vacuum the shelf,phrase
w_0125,paso la aspiradora el armario,I vacuum the wardrobe,phrase
w_0126,hago la cama la cocina,I make the bed the kitchen,phrase
w_0127,hago la cama el salon,I make the bed the living room,phrase
w_0128,hago la cama el dormitorio,I make the bed the bedroom,phrase
w_0129,hago la cama el baño,I make the bed the bathroom,phrase
w_0130,hago la cama la ventana,I make the bed the window,phrase
w_0131,hago la cama la puerta,I make the bed the door,phrase
w_0132,hago la cama la mesa,I make the bed the table,phrase
w_0133,hago la cama el sofa,I make the bed the sofa,phrase
w_0134,hago la cama la nevera,I make the bed the fridge,phrase
w_0135,hago la cama el horno,I make the bed the oven,phrase
w_0136,hago la cama la lavadora,I make the bed the washing machine,phrase
w_0137,hago la cama el fregadero,I make the bed the sink,phrase
w_0138,hago la cama el suelo,I make the bed the floor,phrase
w_0139,hago la cama la estanteria,I make the bed the shelf,phrase
w_0140,hago la cama el armario,I make the bed the wardrobe,phrase
w_0141,saco la basura la cocina,I take out the trash the kitchen,phrase
w_0142,saco la basura el salon,I take out the trash the living room,phrase
w_0143,saco la basura el dormitorio,I take out the trash the bedroom,phrase
w_0144,saco la basura el baño,I take out the trash the bathroom,phrase
w_0145,saco la basura la ventana,I take out the trash the window,phrase
w_0146,saco la basura la puerta,I take out the trash the door,phrase
w_0147,saco la basura la mesa,I take out the trash the table,phrase
w_0148,saco la basura el sofa,I take out the trash the sofa,phrase
w_0149,saco la basura la nevera,I take out the trash the fridge,phrase
w_0150,saco la basura el horno,I take out the trash the oven,phrase
w_0151,saco la basura la lavadora,I take out the trash the washing machine,phrase
w_0152,saco la basura el fregadero,I take out the trash the sink,phrase
w_0153,saco la basura el suelo,I take out the trash the floor,phrase
w_0154,saco la basura la estanteria,I take out the trash the shelf,phrase
w_0155,saco la basura el armario,I take out the trash the wardrobe,phrase
w_0156,abro la cocina,I open the kitchen,phrase
w_0157,abro el salon,I open the living room,phrase
w_0158,abro el dormitorio,I open the bedroom,phrase
w_0159,abro el baño,I open the bathroom,phrase
w_0160,abro la ventana,I open the window,phrase
w_0161,abro la puerta,I open the door,phrase
w_0162,abro la mesa,I open the table,phrase
w_0163,abro el sofa,I open the sofa,phrase
w_0164,abro la nevera,I open the fridge,phrase
w_0165,abro el horno,I open the oven,phrase
w_0166,abro la lavadora,I open the washing machine,phrase
w_0167,abro el fregadero,I open the sink,phrase
w_0168,abro el suelo,I open the floor,phrase
w_0169,abro la estanteria,I open the shelf,phrase
w_0170,abro el armario,I open the wardrobe,phrase
w_0171,cierro la cocina,I close the kitchen,phrase
w_0172,cierro el salon,I close the living room,phrase
w_0173,cierro el dormitorio,I close the bedroom,phrase
w_0174,cierro el baño,I close the bathroom,phrase
w_0175,cierro la ventana,I close the window,phrase
w_0176,cierro la puerta,I close the door,phrase
w_0177,cierro la mesa,I close the table,phrase
w_0178,cierro el sofa,I close the sofa,phrase
w_0179,cierro la nevera,I close the fridge,phrase
w_0180,cierro el horno,I close the oven,phrase
w_0181,cierro la lavadora,I close the washing machine,phrase
w_0182,cierro el fregadero,I close the sink,phrase
w_0183,cierro el suelo,I close the floor,phrase
w_0184,cierro la estanteria,I close the shelf,phrase
w_0185,cierro el armario,I close the wardrobe,phrase
w_0186,arreglo la cocina,I fix the kitchen,phrase
w_0187,arreglo el salon,I fix the living room,phrase
w_0188,arreglo el dormitorio,I fix the bedroom,phrase
w_0189,arreglo el baño,I fix the bathroom,phrase
w_0190,arreglo la ventana,I fix the window,phrase
w_0191,arreglo la puerta,I fix the door,phrase
w_0192,arreglo la mesa,I fix the table,phrase
w_0193,arreglo el sofa,I fix the sofa,phrase
w_0194,arreglo la nevera,I fix the fridge,phrase
w_0195,arreglo el horno,I fix the oven,phrase
w_0196,arreglo la lavadora,I fix the washing machine,phrase
w_0197,arreglo el fregadero,I fix the sink,phrase
w_0198,arreglo el suelo,I fix the floor,phrase
w_0199,arreglo la estanteria,I fix the shelf,phrase
w_0200,arreglo el armario,I fix the wardrobe,phrase
